document_id,filename,section_path,depth,block_count,text_block_count,char_count,page_start,page_end
398c0bb9-3253-4629-a5ed-18f51d9fb36b,netgear-lm1200.pdf,Manage the Modem and Monitor Usage and the Network > Return the Modem to Its Factory Default Settings,2,2,1,763,68,69
398c0bb9-3253-4629-a5ed-18f51d9fb36b,netgear-lm1200.pdf,Manage the Modem and Monitor Usage and the Network > Return the Modem to Its Factory Default Settings > Use the Modem’s Web Pages to Reset the Modem to Factory Defaults,3,2,1,1132,69,69
398c0bb9-3253-4629-a5ed-18f51d9fb36b,netgear-lm1200.pdf,Manage the Modem and Monitor Usage and the Network > Return the Modem to Its Factory Default Settings > Use the Reset Button,3,2,1,540,68,68
398c0bb9-3253-4629-a5ed-18f51d9fb36b,netgear-lm1200.pdf,Manage the Modem and Monitor Usage and the Network > Set Up SMS Alert Messages,2,2,1,2267,76,78
398c0bb9-3253-4629-a5ed-18f51d9fb36b,netgear-lm1200.pdf,Manage the Modem and Monitor Usage and the Network > Set a Plan Limit for the Data Counter,2,2,1,1390,70,71
398c0bb9-3253-4629-a5ed-18f51d9fb36b,netgear-lm1200.pdf,Manage the Modem and Monitor Usage and the Network > Set the Data Limit for SMS Alert Messages,2,2,1,1800,78,79
398c0bb9-3253-4629-a5ed-18f51d9fb36b,netgear-lm1200.pdf,Manage the Modem and Monitor Usage and the Network > Turn Off the LEDs,2,2,1,1217,80,81
398c0bb9-3253-4629-a5ed-18f51d9fb36b,netgear-lm1200.pdf,Manage the Modem and Monitor Usage and the Network > Upgrade the Firmware of the Modem,2,2,1,2389,65,66
398c0bb9-3253-4629-a5ed-18f51d9fb36b,netgear-lm1200.pdf,Manage the Modem and Monitor Usage and the Network > View Account Details and Other Details About Your Modem,2,2,1,1918,74,75
398c0bb9-3253-4629-a5ed-18f51d9fb36b,netgear-lm1200.pdf,Manage the Modem and Monitor Usage and the Network > View Alerts,2,2,1,948,79,80
398c0bb9-3253-4629-a5ed-18f51d9fb36b,netgear-lm1200.pdf,Manage the Modem and Monitor Usage and the Network > View Information About the Mobile Broadband Connection,2,2,1,1233,75,76
398c0bb9-3253-4629-a5ed-18f51d9fb36b,netgear-lm1200.pdf,Manage the Modem and Monitor Usage and the Network > View Monthly Data and Session Data Usage,2,2,1,1711,69,70
398c0bb9-3253-4629-a5ed-18f51d9fb36b,netgear-lm1200.pdf,"Manage the Modem and Monitor Usage and the Network > View Service Provider, Type of Service, and Signal Strength",2,2,1,1721,72,73
398c0bb9-3253-4629-a5ed-18f51d9fb36b,netgear-lm1200.pdf,Secure Your Network,1,2,1,251,43,63
398c0bb9-3253-4629-a5ed-18f51d9fb36b,netgear-lm1200.pdf,Secure Your Network > Change the Modem Password,2,2,1,1200,44,44
398c0bb9-3253-4629-a5ed-18f51d9fb36b,netgear-lm1200.pdf,Secure Your Network > Manage Port Filtering for Outgoing Traffic,2,2,1,1162,48,55
398c0bb9-3253-4629-a5ed-18f51d9fb36b,netgear-lm1200.pdf,Secure Your Network > Manage Port Filtering for Outgoing Traffic > Allow Specific Services and Applications to Access the Internet and Block All Other Services and Applications,3,2,1,2168,50,51
398c0bb9-3253-4629-a5ed-18f51d9fb36b,netgear-lm1200.pdf,Secure Your Network > Manage Port Filtering for Outgoing Traffic > Block Specific Services and Applications From Accessing the Internet and Allow All Other Services and Applications,3,2,1,2144,49,50
398c0bb9-3253-4629-a5ed-18f51d9fb36b,netgear-lm1200.pdf,Secure Your Network > Manage Port Filtering for Outgoing Traffic > Disable Port Filtering,3,2,1,1457,54,55
398c0bb9-3253-4629-a5ed-18f51d9fb36b,netgear-lm1200.pdf,Secure Your Network > Manage Port Filtering for Outgoing Traffic > View Services and Applications on the Blacklist and Remove a Service or Application From the List,3,2,1,1334,52,53
398c0bb9-3253-4629-a5ed-18f51d9fb36b,netgear-lm1200.pdf,Secure Your Network > Manage Port Filtering for Outgoing Traffic > View Services and Applications on the Whitelist and Remove a Service or Application From the List,3,2,1,1332,53,54
398c0bb9-3253-4629-a5ed-18f51d9fb36b,netgear-lm1200.pdf,Secure Your Network > Manage Port Forwarding for Incoming Traffic,2,2,1,1262,44,48
398c0bb9-3253-4629-a5ed-18f51d9fb36b,netgear-lm1200.pdf,Secure Your Network > Manage Port Forwarding for Incoming Traffic > Disable Port Forwarding,3,2,1,1109,47,48
398c0bb9-3253-4629-a5ed-18f51d9fb36b,netgear-lm1200.pdf,Secure Your Network > Manage Port Forwarding for Incoming Traffic > Enable Port Forwarding and Add a Service or Application,3,2,1,2032,45,46
398c0bb9-3253-4629-a5ed-18f51d9fb36b,netgear-lm1200.pdf,Secure Your Network > Manage Port Forwarding for Incoming Traffic > Remove a Service or Application for Port Forwarding,3,2,1,1111,46,47
398c0bb9-3253-4629-a5ed-18f51d9fb36b,netgear-lm1200.pdf,Secure Your Network > Manage SIM Card Security,2,2,1,685,55,63
398c0bb9-3253-4629-a5ed-18f51d9fb36b,netgear-lm1200.pdf,Secure Your Network > Manage SIM Card Security > Disable SIM Card Security,3,2,1,1674,60,61
398c0bb9-3253-4629-a5ed-18f51d9fb36b,netgear-lm1200.pdf,Secure Your Network > Manage SIM Card Security > Enable SIM Card Security,3,2,1,2049,55,57
398c0bb9-3253-4629-a5ed-18f51d9fb36b,netgear-lm1200.pdf,Secure Your Network > Manage SIM Card Security > Enter the SIM PIN to Enable the Modem to Connect to the Internet,3,2,1,1963,57,58
398c0bb9-3253-4629-a5ed-18f51d9fb36b,netgear-lm1200.pdf,Secure Your Network > Manage SIM Card Security > Personalize the SIM PIN,3,2,1,1155,59,60
398c0bb9-3253-4629-a5ed-18f51d9fb36b,netgear-lm1200.pdf,Secure Your Network > Manage SIM Card Security > Unblock the SIM Card With a PUK,3,2,1,2265,61,63
398c0bb9-3253-4629-a5ed-18f51d9fb36b,netgear-lm1200.pdf,Wall-Mount the Modem,1,2,1,139,102,105
398c0bb9-3253-4629-a5ed-18f51d9fb36b,netgear-lm1200.pdf,Wall-Mount the Modem > Mount Your Modem,2,2,1,426,104,105
398c0bb9-3253-4629-a5ed-18f51d9fb36b,netgear-lm1200.pdf,Wall-Mount the Modem > Position Your Modem,2,2,1,921,103,103
398c0bb9-3253-4629-a5ed-18f51d9fb36b,netgear-lm1200.pdf,[ROOT],0,1,1,2018,1,2
d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,Connect to the Network and Access the Router,1,2,1,376,18,23
d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,Connect to the Network and Access the Router > Change the language,2,2,1,705,23,23
d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,Connect to the Network and Access the Router > Connect to the network,2,2,1,211,19,20
d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,Connect to the Network and Access the Router > Connect to the network > Connect to the network using a wired connection,3,2,1,450,19,19
d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,Connect to the Network and Access the Router > Connect to the network > Find and connect to the WiFi network,3,2,1,361,19,19
d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,Connect to the Network and Access the Router > Connect to the network > WiFi connection using WPS,3,2,1,545,19,20
d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,Connect to the Network and Access the Router > Install and manage your router with the Nighthawk app,2,2,1,854,22,23
d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,Connect to the Network and Access the Router > Types of logins,2,2,1,905,20,20
d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,Connect to the Network and Access the Router > Use a web browser to access the router,2,2,1,317,20,22
d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,Connect to the Network and Access the Router > Use a web browser to access the router > Automatic Internet Setup,3,2,1,2983,20,22
d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,Connect to the Network and Access the Router > Use a web browser to access the router > Log in to the router,3,2,1,822,22,22
d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,Control Access to the Internet,1,2,1,482,72,88
d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,Control Access to the Internet > Enable access control to allow or block access to the Internet,2,2,1,2167,73,78
d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,Control Access to the Internet > Enable access control to allow or block access to the Internet > Enable and Manage Network Access Control,3,2,1,2536,75,76
d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,Control Access to the Internet > Enable access control to allow or block access to the Internet > Manage Network Access Control Lists,3,2,1,982,76,78
d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,Control Access to the Internet > Enable access control to allow or block access to the Internet > Manage Network Access Control Lists > Add Devices to or Remove Them From the Allowed List,4,2,1,1498,76,77
d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,Control Access to the Internet > Enable access control to allow or block access to the Internet > Manage Network Access Control Lists > Add Devices to or Remove Them From the Blocked List,4,2,1,1551,77,78
d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,Control Access to the Internet > Manage Simple Outbound Firewall Rules for Services and Applications,2,2,1,934,81,86
d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,Control Access to the Internet > Manage Simple Outbound Firewall Rules for Services and Applications > Add an Outbound Firewall Rule,3,2,1,1868,82,83
d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,Control Access to the Internet > Manage Simple Outbound Firewall Rules for Services and Applications > Add an Outbound Firewall Rule for a Custom Service or Application,3,2,1,2705,83,84
d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,Control Access to the Internet > Manage Simple Outbound Firewall Rules for Services and Applications > Change an Outbound Firewall Rule,3,2,1,972,85,85
d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,Control Access to the Internet > Manage Simple Outbound Firewall Rules for Services and Applications > Remove an Outbound Firewall Rule,3,2,1,719,85,86
d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,Control Access to the Internet > Set Up Parental Controls,2,2,1,1230,73,73
d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,Control Access to the Internet > Set Up a Schedule for Keyword Blocking and Outbound Firewall Rules,2,2,1,1913,86,87
d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,Control Access to the Internet > Set up security event email notifications,2,2,1,2507,87,88
d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,Control Access to the Internet > Use Keywords to Block Internet Sites,2,2,1,184,78,81
d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,Control Access to the Internet > Use Keywords to Block Internet Sites > Remove All Keywords and Domains From the Blocked List,3,2,1,759,80,80
d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,Control Access to the Internet > Use Keywords to Block Internet Sites > Remove a Keyword or Domain From the Blocked List,3,2,1,882,79,80
d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,Control Access to the Internet > Use Keywords to Block Internet Sites > Set Up Blocking,3,2,1,1562,78,79
d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,Control Access to the Internet > Use Keywords to Block Internet Sites > Specify a Trusted Computer,3,2,1,1019,81,81
d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,Hardware Overview of the Router,1,2,1,755,10,17
d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,Hardware Overview of the Router > Cable Your Router,2,2,1,632,16,16
