document_index,document_id,filename,page_index,page_number,page_bin,text_chars,word_count,token_estimate,pdf_text_blocks,image_count,drawing_count,has_text,is_blank,table_flag,figure_flag
2,398c0bb9-3253-4629-a5ed-18f51d9fb36b,netgear-lm1200.pdf,3,4,P1,3202,268,801,12,0,1,True,False,False,False
2,398c0bb9-3253-4629-a5ed-18f51d9fb36b,netgear-lm1200.pdf,4,5,P1,3037,251,760,14,0,1,True,False,False,False
2,398c0bb9-3253-4629-a5ed-18f51d9fb36b,netgear-lm1200.pdf,5,6,P1,800,130,200,13,0,80,True,False,False,False
2,398c0bb9-3253-4629-a5ed-18f51d9fb36b,netgear-lm1200.pdf,6,7,P1,273,47,69,2,0,2,True,False,False,False
2,398c0bb9-3253-4629-a5ed-18f51d9fb36b,netgear-lm1200.pdf,7,8,P1,1964,324,491,16,0,29,True,False,True,False
2,398c0bb9-3253-4629-a5ed-18f51d9fb36b,netgear-lm1200.pdf,8,9,P1,723,134,181,13,4,174,True,False,True,True
2,398c0bb9-3253-4629-a5ed-18f51d9fb36b,netgear-lm1200.pdf,9,10,P1,841,153,211,17,1,144,True,False,False,True
2,398c0bb9-3253-4629-a5ed-18f51d9fb36b,netgear-lm1200.pdf,10,11,P1,1673,300,419,17,0,5,True,False,False,False
2,398c0bb9-3253-4629-a5ed-18f51d9fb36b,netgear-lm1200.pdf,11,12,P1,1658,279,415,15,0,1,True,False,False,False
2,398c0bb9-3253-4629-a5ed-18f51d9fb36b,netgear-lm1200.pdf,12,13,P1,1286,215,322,18,0,26,True,False,True,False
2,398c0bb9-3253-4629-a5ed-18f51d9fb36b,netgear-lm1200.pdf,13,14,P1,1426,238,357,19,1,31,True,False,False,True
2,398c0bb9-3253-4629-a5ed-18f51d9fb36b,netgear-lm1200.pdf,14,15,P1,1097,191,275,22,0,10,True,False,False,False
2,398c0bb9-3253-4629-a5ed-18f51d9fb36b,netgear-lm1200.pdf,15,16,P1,538,87,135,5,0,1,True,False,False,False
2,398c0bb9-3253-4629-a5ed-18f51d9fb36b,netgear-lm1200.pdf,16,17,P1,379,65,95,6,0,56,True,False,False,False
2,398c0bb9-3253-4629-a5ed-18f51d9fb36b,netgear-lm1200.pdf,17,18,P1,2454,415,614,11,0,74,True,False,False,False
2,398c0bb9-3253-4629-a5ed-18f51d9fb36b,netgear-lm1200.pdf,18,19,P1,1587,304,397,18,0,33,True,False,False,False
2,398c0bb9-3253-4629-a5ed-18f51d9fb36b,netgear-lm1200.pdf,19,20,P1,897,164,225,11,1,8,True,False,False,False
2,398c0bb9-3253-4629-a5ed-18f51d9fb36b,netgear-lm1200.pdf,20,21,P1,335,57,84,4,2,1,True,False,False,False
2,398c0bb9-3253-4629-a5ed-18f51d9fb36b,netgear-lm1200.pdf,21,22,P2,1535,273,384,16,0,14,True,False,False,False
2,398c0bb9-3253-4629-a5ed-18f51d9fb36b,netgear-lm1200.pdf,22,23,P2,326,57,82,6,0,46,True,False,False,False
2,398c0bb9-3253-4629-a5ed-18f51d9fb36b,netgear-lm1200.pdf,23,24,P2,1421,253,356,13,0,1,True,False,False,False
2,398c0bb9-3253-4629-a5ed-18f51d9fb36b,netgear-lm1200.pdf,24,25,P2,745,130,187,8,1,1,True,False,False,False
2,398c0bb9-3253-4629-a5ed-18f51d9fb36b,netgear-lm1200.pdf,25,26,P2,2066,354,517,14,0,1,True,False,False,False
2,398c0bb9-3253-4629-a5ed-18f51d9fb36b,netgear-lm1200.pdf,26,27,P2,976,165,244,8,1,1,True,False,False,False
2,398c0bb9-3253-4629-a5ed-18f51d9fb36b,netgear-lm1200.pdf,27,28,P2,2054,361,514,17,0,12,True,False,False,False
2,398c0bb9-3253-4629-a5ed-18f51d9fb36b,netgear-lm1200.pdf,28,29,P2,1050,188,263,9,1,1,True,False,False,False
2,398c0bb9-3253-4629-a5ed-18f51d9fb36b,netgear-lm1200.pdf,29,30,P2,1794,321,449,17,0,12,True,False,False,False
2,398c0bb9-3253-4629-a5ed-18f51d9fb36b,netgear-lm1200.pdf,30,31,P2,1720,299,430,17,0,12,True,False,False,False
2,398c0bb9-3253-4629-a5ed-18f51d9fb36b,netgear-lm1200.pdf,31,32,P2,1757,308,440,16,0,12,True,False,False,False
2,398c0bb9-3253-4629-a5ed-18f51d9fb36b,netgear-lm1200.pdf,32,33,P2,583,97,146,6,0,1,True,False,False,False
2,398c0bb9-3253-4629-a5ed-18f51d9fb36b,netgear-lm1200.pdf,33,34,P2,344,52,86,6,0,45,True,False,False,False
2,398c0bb9-3253-4629-a5ed-18f51d9fb36b,netgear-lm1200.pdf,34,35,P2,1476,240,369,14,1,19,True,False,False,False
2,398c0bb9-3253-4629-a5ed-18f51d9fb36b,netgear-lm1200.pdf,35,36,P2,1316,225,329,14,1,11,True,False,False,False
2,398c0bb9-3253-4629-a5ed-18f51d9fb36b,netgear-lm1200.pdf,36,37,P2,1398,228,350,14,1,39,True,False,False,False
2,398c0bb9-3253-4629-a5ed-18f51d9fb36b,netgear-lm1200.pdf,37,38,P2,1056,193,264,12,2,1,True,False,False,False
2,398c0bb9-3253-4629-a5ed-18f51d9fb36b,netgear-lm1200.pdf,38,39,P2,1807,299,452,35,0,19,True,False,False,False
2,398c0bb9-3253-4629-a5ed-18f51d9fb36b,netgear-lm1200.pdf,39,40,P2,1654,294,414,15,0,18,True,False,False,False
2,398c0bb9-3253-4629-a5ed-18f51d9fb36b,netgear-lm1200.pdf,40,41,P2,1570,277,393,15,0,17,True,False,False,False
2,398c0bb9-3253-4629-a5ed-18f51d9fb36b,netgear-lm1200.pdf,41,42,P2,912,163,228,10,0,1,True,False,False,False
2,398c0bb9-3253-4629-a5ed-18f51d9fb36b,netgear-lm1200.pdf,42,43,P3,277,45,70,6,0,38,True,False,False,False
2,398c0bb9-3253-4629-a5ed-18f51d9fb36b,netgear-lm1200.pdf,43,44,P3,1437,254,360,16,0,12,True,False,False,False
2,398c0bb9-3253-4629-a5ed-18f51d9fb36b,netgear-lm1200.pdf,44,45,P3,2280,380,570,18,0,38,True,False,False,False
2,398c0bb9-3253-4629-a5ed-18f51d9fb36b,netgear-lm1200.pdf,45,46,P3,1107,190,277,18,1,4,True,False,False,False
2,398c0bb9-3253-4629-a5ed-18f51d9fb36b,netgear-lm1200.pdf,46,47,P3,1806,319,452,16,0,16,True,False,False,False
2,398c0bb9-3253-4629-a5ed-18f51d9fb36b,netgear-lm1200.pdf,47,48,P3,1601,263,401,16,0,137,True,False,False,False
2,398c0bb9-3253-4629-a5ed-18f51d9fb36b,netgear-lm1200.pdf,48,49,P3,1415,246,354,14,1,1,True,False,False,False
2,398c0bb9-3253-4629-a5ed-18f51d9fb36b,netgear-lm1200.pdf,49,50,P3,1947,339,487,21,0,4,True,False,False,False
2,398c0bb9-3253-4629-a5ed-18f51d9fb36b,netgear-lm1200.pdf,50,51,P3,1233,217,309,18,1,4,True,False,False,False
2,398c0bb9-3253-4629-a5ed-18f51d9fb36b,netgear-lm1200.pdf,51,52,P3,1176,206,294,12,1,1,True,False,False,False
2,398c0bb9-3253-4629-a5ed-18f51d9fb36b,netgear-lm1200.pdf,52,53,P3,1296,223,324,11,0,1,True,False,False,False
2,398c0bb9-3253-4629-a5ed-18f51d9fb36b,netgear-lm1200.pdf,53,54,P3,1396,245,349,10,1,60,True,False,False,False
2,398c0bb9-3253-4629-a5ed-18f51d9fb36b,netgear-lm1200.pdf,54,55,P3,1588,290,397,20,0,60,True,False,False,False
2,398c0bb9-3253-4629-a5ed-18f51d9fb36b,netgear-lm1200.pdf,55,56,P3,1456,267,364,13,1,14,True,False,False,False
2,398c0bb9-3253-4629-a5ed-18f51d9fb36b,netgear-lm1200.pdf,56,57,P3,1558,286,390,12,0,14,True,False,False,False
2,398c0bb9-3253-4629-a5ed-18f51d9fb36b,netgear-lm1200.pdf,57,58,P3,878,156,220,7,2,1,True,False,False,False
2,398c0bb9-3253-4629-a5ed-18f51d9fb36b,netgear-lm1200.pdf,58,59,P3,1090,203,273,15,2,1,True,False,False,False
2,398c0bb9-3253-4629-a5ed-18f51d9fb36b,netgear-lm1200.pdf,59,60,P3,1240,228,310,12,1,14,True,False,False,False
2,398c0bb9-3253-4629-a5ed-18f51d9fb36b,netgear-lm1200.pdf,60,61,P3,1559,283,390,12,1,1,True,False,False,False
2,398c0bb9-3253-4629-a5ed-18f51d9fb36b,netgear-lm1200.pdf,61,62,P3,1266,237,317,13,1,1,True,False,False,False
2,398c0bb9-3253-4629-a5ed-18f51d9fb36b,netgear-lm1200.pdf,62,63,P3,156,24,39,3,0,1,True,False,False,False
2,398c0bb9-3253-4629-a5ed-18f51d9fb36b,netgear-lm1200.pdf,63,64,P4,782,141,196,6,0,169,True,False,False,False
2,398c0bb9-3253-4629-a5ed-18f51d9fb36b,netgear-lm1200.pdf,64,65,P4,1853,318,464,17,0,1,True,False,False,False
2,398c0bb9-3253-4629-a5ed-18f51d9fb36b,netgear-lm1200.pdf,65,66,P4,1573,272,394,18,0,1,True,False,False,False
2,398c0bb9-3253-4629-a5ed-18f51d9fb36b,netgear-lm1200.pdf,66,67,P4,1167,207,292,14,2,1,True,False,False,False
2,398c0bb9-3253-4629-a5ed-18f51d9fb36b,netgear-lm1200.pdf,67,68,P4,1793,314,449,16,0,6,True,False,False,False
2,398c0bb9-3253-4629-a5ed-18f51d9fb36b,netgear-lm1200.pdf,68,69,P4,1500,267,375,14,1,1,True,False,False,False
2,398c0bb9-3253-4629-a5ed-18f51d9fb36b,netgear-lm1200.pdf,69,70,P4,2249,406,563,15,0,45,True,False,False,False
2,398c0bb9-3253-4629-a5ed-18f51d9fb36b,netgear-lm1200.pdf,70,71,P4,1149,212,288,10,1,15,True,False,False,False
2,398c0bb9-3253-4629-a5ed-18f51d9fb36b,netgear-lm1200.pdf,71,72,P4,1723,307,431,16,0,1,True,False,False,False
2,398c0bb9-3253-4629-a5ed-18f51d9fb36b,netgear-lm1200.pdf,72,73,P4,1085,178,272,21,1,10,True,False,True,False
2,398c0bb9-3253-4629-a5ed-18f51d9fb36b,netgear-lm1200.pdf,73,74,P4,928,160,232,10,1,1,True,False,False,False
2,398c0bb9-3253-4629-a5ed-18f51d9fb36b,netgear-lm1200.pdf,74,75,P4,1735,290,434,19,0,14,True,False,False,False
2,398c0bb9-3253-4629-a5ed-18f51d9fb36b,netgear-lm1200.pdf,75,76,P4,1179,204,295,13,1,35,True,False,False,False
2,398c0bb9-3253-4629-a5ed-18f51d9fb36b,netgear-lm1200.pdf,76,77,P4,1159,201,290,13,1,1,True,False,False,False
2,398c0bb9-3253-4629-a5ed-18f51d9fb36b,netgear-lm1200.pdf,77,78,P4,1986,363,497,15,0,55,True,False,False,False
2,398c0bb9-3253-4629-a5ed-18f51d9fb36b,netgear-lm1200.pdf,78,79,P4,997,175,250,11,1,1,True,False,False,False
2,398c0bb9-3253-4629-a5ed-18f51d9fb36b,netgear-lm1200.pdf,79,80,P4,1724,317,431,17,0,1,True,False,False,False
2,398c0bb9-3253-4629-a5ed-18f51d9fb36b,netgear-lm1200.pdf,80,81,P4,356,65,89,5,0,1,True,False,False,False
2,398c0bb9-3253-4629-a5ed-18f51d9fb36b,netgear-lm1200.pdf,81,82,P4,821,162,206,7,0,210,True,False,False,False
2,398c0bb9-3253-4629-a5ed-18f51d9fb36b,netgear-lm1200.pdf,82,83,P4,1447,262,362,19,1,18,True,False,False,False
2,398c0bb9-3253-4629-a5ed-18f51d9fb36b,netgear-lm1200.pdf,83,84,P4,1448,247,362,14,0,43,True,False,False,False
2,398c0bb9-3253-4629-a5ed-18f51d9fb36b,netgear-lm1200.pdf,84,85,P5,1103,193,276,12,0,1,True,False,False,False
2,398c0bb9-3253-4629-a5ed-18f51d9fb36b,netgear-lm1200.pdf,85,86,P5,1528,265,382,24,0,8,True,False,True,False
2,398c0bb9-3253-4629-a5ed-18f51d9fb36b,netgear-lm1200.pdf,86,87,P5,867,147,217,12,0,7,True,False,True,False
2,398c0bb9-3253-4629-a5ed-18f51d9fb36b,netgear-lm1200.pdf,87,88,P5,1324,227,331,17,0,7,True,False,True,False
2,398c0bb9-3253-4629-a5ed-18f51d9fb36b,netgear-lm1200.pdf,88,89,P5,1456,246,364,23,0,24,True,False,True,False
2,398c0bb9-3253-4629-a5ed-18f51d9fb36b,netgear-lm1200.pdf,89,90,P5,618,98,155,6,0,77,True,False,False,False
2,398c0bb9-3253-4629-a5ed-18f51d9fb36b,netgear-lm1200.pdf,90,91,P5,1378,229,345,15,0,41,True,False,True,False
2,398c0bb9-3253-4629-a5ed-18f51d9fb36b,netgear-lm1200.pdf,91,92,P5,1760,306,440,18,0,61,True,False,True,False
2,398c0bb9-3253-4629-a5ed-18f51d9fb36b,netgear-lm1200.pdf,92,93,P5,1604,270,401,18,0,30,True,False,True,False
2,398c0bb9-3253-4629-a5ed-18f51d9fb36b,netgear-lm1200.pdf,93,94,P5,1590,297,398,16,0,23,True,False,False,False
2,398c0bb9-3253-4629-a5ed-18f51d9fb36b,netgear-lm1200.pdf,94,95,P5,2044,346,511,15,0,58,True,False,False,False
2,398c0bb9-3253-4629-a5ed-18f51d9fb36b,netgear-lm1200.pdf,95,96,P5,2105,360,527,15,0,33,True,False,False,False
2,398c0bb9-3253-4629-a5ed-18f51d9fb36b,netgear-lm1200.pdf,96,97,P5,1490,264,373,20,0,1,True,False,False,False
2,398c0bb9-3253-4629-a5ed-18f51d9fb36b,netgear-lm1200.pdf,97,98,P5,1261,222,316,8,0,13,True,False,False,False
2,398c0bb9-3253-4629-a5ed-18f51d9fb36b,netgear-lm1200.pdf,98,99,P5,159,21,40,5,0,14,True,False,False,False
2,398c0bb9-3253-4629-a5ed-18f51d9fb36b,netgear-lm1200.pdf,99,100,P5,1368,208,342,27,0,38,True,False,True,False
2,398c0bb9-3253-4629-a5ed-18f51d9fb36b,netgear-lm1200.pdf,100,101,P5,1019,155,255,25,0,23,True,False,True,False
2,398c0bb9-3253-4629-a5ed-18f51d9fb36b,netgear-lm1200.pdf,101,102,P5,167,27,42,6,0,12,True,False,False,False
2,398c0bb9-3253-4629-a5ed-18f51d9fb36b,netgear-lm1200.pdf,102,103,P5,1000,177,250,21,0,5,True,False,False,False
2,398c0bb9-3253-4629-a5ed-18f51d9fb36b,netgear-lm1200.pdf,103,104,P5,327,61,82,7,2,1,True,False,False,False
2,398c0bb9-3253-4629-a5ed-18f51d9fb36b,netgear-lm1200.pdf,104,105,P5,221,42,56,5,0,186,True,False,False,False
3,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,0,1,P1,133,22,34,5,1,11,True,False,False,False
3,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,1,2,P1,1188,154,297,11,0,8,True,False,False,False
3,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,2,3,P1,2773,197,694,12,0,1,True,False,False,False
3,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,3,4,P1,3186,269,797,15,0,1,True,False,False,False
3,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,4,5,P1,3177,275,795,11,0,1,True,False,False,False
3,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,5,6,P1,3291,252,823,14,0,1,True,False,False,False
3,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,6,7,P1,3343,250,836,13,0,1,True,False,False,False
3,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,7,8,P1,3208,243,802,14,0,1,True,False,False,False
3,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,8,9,P1,133,9,34,3,0,1,True,False,False,False
3,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,9,10,P1,697,117,175,7,0,55,True,False,False,False
3,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,10,11,P1,252,42,63,6,1,1,True,False,False,True
3,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,11,12,P1,526,92,132,9,3,7,True,False,True,False
3,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,12,13,P1,958,166,240,14,3,7,True,False,True,True
3,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,13,14,P1,1625,271,407,15,1,15,True,False,False,True
3,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,14,15,P1,583,102,146,18,0,1,True,False,False,False
3,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,15,16,P1,808,142,202,13,1,1,True,False,False,True
3,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,16,17,P1,556,99,139,9,1,1,True,False,False,True
3,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,17,18,P1,427,79,107,6,0,51,True,False,False,False
3,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,18,19,P1,1608,290,402,22,0,1,True,False,False,False
3,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,19,20,P1,1878,330,470,14,0,1,True,False,False,False
3,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,20,21,P1,2194,366,549,17,0,1,True,False,False,False
3,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,21,22,P1,1819,304,455,21,0,10,True,False,False,False
3,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,22,23,P1,1328,234,332,17,0,2,True,False,False,False
3,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,23,24,P1,481,78,121,6,0,36,True,False,False,False
3,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,24,25,P1,1471,246,368,18,0,12,True,False,False,False
3,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,25,26,P1,1940,339,485,15,0,1,True,False,False,False
3,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,26,27,P1,1699,288,425,16,0,9,True,False,False,False
3,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,27,28,P1,2112,369,528,14,0,9,True,False,False,False
3,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,28,29,P1,1866,326,467,16,0,1,True,False,False,False
3,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,29,30,P1,1824,319,456,17,0,9,True,False,False,False
3,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,30,31,P1,1769,297,443,20,0,1,True,False,False,False
3,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,31,32,P1,2050,359,513,14,0,1,True,False,False,False
3,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,32,33,P1,2085,354,522,17,0,1,True,False,False,False
3,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,33,34,P1,1823,311,456,17,0,1,True,False,False,False
3,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,34,35,P1,2025,341,507,16,0,1,True,False,False,False
3,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,35,36,P1,2002,346,501,17,0,1,True,False,False,False
3,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,36,37,P1,1525,258,382,19,0,1,True,False,False,False
3,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,37,38,P1,1701,285,426,18,0,12,True,False,False,False
3,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,38,39,P1,2228,389,557,14,0,1,True,False,False,False
3,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,39,40,P1,1844,317,461,17,0,1,True,False,False,False
3,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,40,41,P1,2198,375,550,14,0,1,True,False,False,False
3,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,41,42,P2,1970,324,493,17,0,7,True,False,True,False
3,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,42,43,P2,1364,232,341,18,0,9,True,False,True,False
3,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,43,44,P2,393,61,99,6,0,53,True,False,False,False
3,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,44,45,P2,1624,273,406,14,0,11,True,False,False,False
3,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,45,46,P2,1570,278,393,23,0,8,True,False,False,False
3,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,46,47,P2,1299,230,325,22,0,9,True,False,False,False
3,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,47,48,P2,1637,289,410,23,0,9,True,False,False,False
3,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,48,49,P2,1333,239,334,17,0,34,True,False,False,False
3,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,49,50,P2,1420,235,355,19,0,1,True,False,False,False
3,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,50,51,P2,1672,274,418,17,0,1,True,False,False,False
3,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,51,52,P2,1756,297,439,15,0,1,True,False,False,False
3,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,52,53,P2,1907,325,477,10,0,1,True,False,False,False
3,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,53,54,P2,403,73,101,6,0,78,True,False,False,False
3,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,54,55,P2,1758,296,440,15,0,1,True,False,False,False
3,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,55,56,P2,1315,218,329,24,0,10,True,False,False,False
3,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,56,57,P2,1658,281,415,30,0,8,True,False,False,False
3,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,57,58,P2,2153,369,539,31,0,9,True,False,False,False
3,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,58,59,P2,1978,337,495,33,0,8,True,False,False,False
3,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,59,60,P2,2837,498,710,26,0,17,True,False,False,False
3,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,60,61,P2,1745,291,437,19,0,7,True,False,False,False
3,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,61,62,P2,2286,382,572,12,0,11,True,False,False,False
3,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,62,63,P2,1669,273,418,26,0,8,True,False,False,False
3,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,63,64,P2,2094,366,524,17,0,17,True,False,False,False
3,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,64,65,P2,2068,366,517,16,1,23,True,False,False,False
