outline_frame_id,outline_id,document_id,filename,product_model,heading_block_id,heading_text,section_path,parent_section_path,depth,page_start,page_end,page_bin,direct_text_block_count,descendant_text_block_count,direct_question_candidate_count,descendant_question_candidate_count,direct_char_count,descendant_char_count,direct_token_estimate,descendant_token_estimate,table_figure_block_count,direct_block_ids,descendant_block_ids,direct_source_frame_ids,question_outline_allowed,review_reason,stratum_id,candidate_rank_in_stratum,selected_for_question,selection_seed,selection_stage,review_status
7b2e79c5-ed95-43f3-bb4b-e882e3bfeefa:OUTLINE:3bc23220bb587976,7b2e79c5-ed95-43f3-bb4b-e882e3bfeefa:OUTLINE:3bc23220bb587976,7b2e79c5-ed95-43f3-bb4b-e882e3bfeefa,netgear-cm2000.pdf,CM2000,3459eefa-44c1-5b42-ace0-13f6dddd8d51,View cable modem status,Manage Your Network > View cable modem status,Manage Your Network,2,16,16,P3,1,1,1,1,490,490,123,123,0,89ec02e1-535c-52f6-9162-6966ecfbb9c3,89ec02e1-535c-52f6-9162-6966ecfbb9c3,7b2e79c5-ed95-43f3-bb4b-e882e3bfeefa:89ec02e1-535c-52f6-9162-6966ecfbb9c3,True,leaf outline with direct text candidate,7b2e79c5-ed95-43f3-bb4b-e882e3bfeefa::P3,3,False,20260831,outline_random_pick,pending_manual_review
7b2e79c5-ed95-43f3-bb4b-e882e3bfeefa:OUTLINE:806d55507579d4a7,7b2e79c5-ed95-43f3-bb4b-e882e3bfeefa:OUTLINE:806d55507579d4a7,7b2e79c5-ed95-43f3-bb4b-e882e3bfeefa,netgear-cm2000.pdf,CM2000,2c65e289-14c5-5b03-ad95-3337a4c6962a,Reboot the cable modem,Manage Your Network > Reboot the cable modem,Manage Your Network,2,17,18,P4,1,1,1,1,815,815,204,204,0,6d3c3709-9edf-533b-925d-d30eb7852b75,6d3c3709-9edf-533b-925d-d30eb7852b75,7b2e79c5-ed95-43f3-bb4b-e882e3bfeefa:6d3c3709-9edf-533b-925d-d30eb7852b75,True,leaf outline with direct text candidate,7b2e79c5-ed95-43f3-bb4b-e882e3bfeefa::P4,3,False,20260831,outline_random_pick,pending_manual_review
7b2e79c5-ed95-43f3-bb4b-e882e3bfeefa:OUTLINE:af19bc7befb0ca10,7b2e79c5-ed95-43f3-bb4b-e882e3bfeefa:OUTLINE:af19bc7befb0ca10,7b2e79c5-ed95-43f3-bb4b-e882e3bfeefa,netgear-cm2000.pdf,CM2000,f82e3bfa-b979-56d1-81a5-1a75022e378b,Specify the cable connection starting frequency,Manage Your Network > Specify the cable connection starting frequency,Manage Your Network,2,17,17,P4,1,1,1,1,850,850,213,213,0,d4e41f41-b904-5986-9e36-8f33dd80da5c,d4e41f41-b904-5986-9e36-8f33dd80da5c,7b2e79c5-ed95-43f3-bb4b-e882e3bfeefa:d4e41f41-b904-5986-9e36-8f33dd80da5c,True,leaf outline with direct text candidate,7b2e79c5-ed95-43f3-bb4b-e882e3bfeefa::P4,4,False,20260831,outline_random_pick,pending_manual_review
7b2e79c5-ed95-43f3-bb4b-e882e3bfeefa:OUTLINE:922aff4d97250b1a,7b2e79c5-ed95-43f3-bb4b-e882e3bfeefa:OUTLINE:922aff4d97250b1a,7b2e79c5-ed95-43f3-bb4b-e882e3bfeefa,netgear-cm2000.pdf,CM2000,a3606c4f-befa-5c17-b4b4-4717e4f6c4c2,Use the factory reset software button,Manage Your Network > Reset the cable modem to factory default settings > Use the factory reset software button,Manage Your Network > Reset the cable modem to factory default settings,3,19,19,P4,1,1,1,1,1028,1028,257,257,0,62f9a09d-d5a8-5805-8b92-4d0be62383ce,62f9a09d-d5a8-5805-8b92-4d0be62383ce,7b2e79c5-ed95-43f3-bb4b-e882e3bfeefa:62f9a09d-d5a8-5805-8b92-4d0be62383ce,True,leaf outline with direct text candidate,7b2e79c5-ed95-43f3-bb4b-e882e3bfeefa::P4,2,True,20260831,outline_random_pick,pending_manual_review
7b2e79c5-ed95-43f3-bb4b-e882e3bfeefa:OUTLINE:25d276b399cc0e63,7b2e79c5-ed95-43f3-bb4b-e882e3bfeefa:OUTLINE:25d276b399cc0e63,7b2e79c5-ed95-43f3-bb4b-e882e3bfeefa,netgear-cm2000.pdf,CM2000,0a341e5e-02d2-5640-be56-456e012bd56b,Use the reset button on the back panel,Manage Your Network > Reset the cable modem to factory default settings > Use the reset button on the back panel,Manage Your Network > Reset the cable modem to factory default settings,3,19,19,P4,1,1,1,1,433,433,109,109,0,c5c4c17f-c329-5b9c-837f-7d33e641682f,c5c4c17f-c329-5b9c-837f-7d33e641682f,7b2e79c5-ed95-43f3-bb4b-e882e3bfeefa:c5c4c17f-c329-5b9c-837f-7d33e641682f,True,leaf outline with direct text candidate,7b2e79c5-ed95-43f3-bb4b-e882e3bfeefa::P4,1,True,20260831,outline_random_pick,pending_manual_review
7b2e79c5-ed95-43f3-bb4b-e882e3bfeefa:OUTLINE:a071a10fef9360ce,7b2e79c5-ed95-43f3-bb4b-e882e3bfeefa:OUTLINE:a071a10fef9360ce,7b2e79c5-ed95-43f3-bb4b-e882e3bfeefa,netgear-cm2000.pdf,CM2000,f0acd1b4-cdf0-58be-a328-257d51ea348e,Cannot log in to the cable modem,Troubleshooting > Cannot log in to the cable modem,Troubleshooting,2,23,23,P5,1,1,1,1,1170,1170,293,293,0,85bd9c8e-a264-5649-acbc-73648b7ce861,85bd9c8e-a264-5649-acbc-73648b7ce861,7b2e79c5-ed95-43f3-bb4b-e882e3bfeefa:85bd9c8e-a264-5649-acbc-73648b7ce861,True,leaf outline with direct text candidate,7b2e79c5-ed95-43f3-bb4b-e882e3bfeefa::P5,3,True,20260831,outline_random_pick,pending_manual_review
7b2e79c5-ed95-43f3-bb4b-e882e3bfeefa:OUTLINE:8f47581d1b5990c8,7b2e79c5-ed95-43f3-bb4b-e882e3bfeefa:OUTLINE:8f47581d1b5990c8,7b2e79c5-ed95-43f3-bb4b-e882e3bfeefa,netgear-cm2000.pdf,CM2000,5efb2827-8535-50aa-80d2-e73318cd720a,Factory Settings,Supplemental Information > Factory Settings,Supplemental Information,2,25,25,P5,1,1,1,1,377,377,95,95,1,aaab89bf-432b-54b0-8b19-e4aba634a9a7,aaab89bf-432b-54b0-8b19-e4aba634a9a7,7b2e79c5-ed95-43f3-bb4b-e882e3bfeefa:aaab89bf-432b-54b0-8b19-e4aba634a9a7,True,leaf outline with direct text candidate,7b2e79c5-ed95-43f3-bb4b-e882e3bfeefa::P5,2,False,20260831,outline_random_pick,pending_manual_review
7b2e79c5-ed95-43f3-bb4b-e882e3bfeefa:OUTLINE:b934612f8b7cd99e,7b2e79c5-ed95-43f3-bb4b-e882e3bfeefa:OUTLINE:b934612f8b7cd99e,7b2e79c5-ed95-43f3-bb4b-e882e3bfeefa,netgear-cm2000.pdf,CM2000,7da7ea54-a795-5e86-813b-2c4cf96f42f5,Technical Specifications,Supplemental Information > Technical Specifications,Supplemental Information,2,25,26,P5,1,1,1,1,758,758,190,190,1,88695618-cf2a-5bf0-9a58-da1167d8f0c6,88695618-cf2a-5bf0-9a58-da1167d8f0c6,7b2e79c5-ed95-43f3-bb4b-e882e3bfeefa:88695618-cf2a-5bf0-9a58-da1167d8f0c6,True,leaf outline with direct text candidate,7b2e79c5-ed95-43f3-bb4b-e882e3bfeefa::P5,1,True,20260831,outline_random_pick,pending_manual_review
398c0bb9-3253-4629-a5ed-18f51d9fb36b:OUTLINE:601b0367a99c78a5,398c0bb9-3253-4629-a5ed-18f51d9fb36b:OUTLINE:601b0367a99c78a5,398c0bb9-3253-4629-a5ed-18f51d9fb36b,netgear-lm1200.pdf,LM1200,d13a1e0d-f4aa-5dbc-bc84-7485a209e361,Supported Mobile Broadband Bands,Introduction and Hardware Overview > Supported Mobile Broadband Bands,Introduction and Hardware Overview,2,8,9,P1,1,1,1,1,736,736,184,184,1,8906d18b-9f42-59e8-80d2-6a61d61889ce,8906d18b-9f42-59e8-80d2-6a61d61889ce,398c0bb9-3253-4629-a5ed-18f51d9fb36b:8906d18b-9f42-59e8-80d2-6a61d61889ce,True,leaf outline with direct text candidate,398c0bb9-3253-4629-a5ed-18f51d9fb36b::P1,4,False,20260831,outline_random_pick,pending_manual_review
398c0bb9-3253-4629-a5ed-18f51d9fb36b:OUTLINE:9238290c613deeba,398c0bb9-3253-4629-a5ed-18f51d9fb36b:OUTLINE:9238290c613deeba,398c0bb9-3253-4629-a5ed-18f51d9fb36b,netgear-lm1200.pdf,LM1200,6df4a1f6-d3db-5b5e-8bd2-1a546ef77702,Install the Nano SIM Card,Introduction and Hardware Overview > Install the Nano SIM Card,Introduction and Hardware Overview,2,10,10,P1,1,1,1,1,365,365,92,92,1,37f50132-32d9-5fb0-a62d-366e401ac417,37f50132-32d9-5fb0-a62d-366e401ac417,398c0bb9-3253-4629-a5ed-18f51d9fb36b:37f50132-32d9-5fb0-a62d-366e401ac417,True,leaf outline with direct text candidate,398c0bb9-3253-4629-a5ed-18f51d9fb36b::P1,2,True,20260831,outline_random_pick,pending_manual_review
398c0bb9-3253-4629-a5ed-18f51d9fb36b:OUTLINE:74c21fb15ad5bc5c,398c0bb9-3253-4629-a5ed-18f51d9fb36b:OUTLINE:74c21fb15ad5bc5c,398c0bb9-3253-4629-a5ed-18f51d9fb36b,netgear-lm1200.pdf,LM1200,fc660c00-9d33-5bdc-9fa4-f41f389bd0ce,Optional External Antenna,Introduction and Hardware Overview > Optional External Antenna,Introduction and Hardware Overview,2,16,16,P1,1,1,1,1,440,440,110,110,0,6bf86f5e-3407-5530-ae87-83da33229909,6bf86f5e-3407-5530-ae87-83da33229909,398c0bb9-3253-4629-a5ed-18f51d9fb36b:6bf86f5e-3407-5530-ae87-83da33229909,True,leaf outline with direct text candidate,398c0bb9-3253-4629-a5ed-18f51d9fb36b::P1,1,False,20260831,outline_random_pick,pending_manual_review
398c0bb9-3253-4629-a5ed-18f51d9fb36b:OUTLINE:48e34928377b828f,398c0bb9-3253-4629-a5ed-18f51d9fb36b:OUTLINE:48e34928377b828f,398c0bb9-3253-4629-a5ed-18f51d9fb36b,netgear-lm1200.pdf,LM1200,3f453e3c-a045-5259-8be3-7e0e07866e93,Connect a Computer to the LAN Port of the Modem,"Get Started > Connect a Computer, Switch, Hub, Router, or WiFi Router to the Modem > Connect a Computer to the LAN Port of the Modem","Get Started > Connect a Computer, Switch, Hub, Router, or WiFi Router to the Modem",3,19,19,P1,1,1,1,1,343,343,86,86,0,36789817-932f-55f7-9c50-bb45d2df0cbe,36789817-932f-55f7-9c50-bb45d2df0cbe,398c0bb9-3253-4629-a5ed-18f51d9fb36b:36789817-932f-55f7-9c50-bb45d2df0cbe,True,leaf outline with direct text candidate,398c0bb9-3253-4629-a5ed-18f51d9fb36b::P1,3,True,20260831,outline_random_pick,pending_manual_review
398c0bb9-3253-4629-a5ed-18f51d9fb36b:OUTLINE:38b50e33ee1e7189,398c0bb9-3253-4629-a5ed-18f51d9fb36b:OUTLINE:38b50e33ee1e7189,398c0bb9-3253-4629-a5ed-18f51d9fb36b,netgear-lm1200.pdf,LM1200,565ad6e1-3740-556d-adec-13ec2e8fd4df,Change the DHCP Server Settings,Manage the Modem LAN Settings > Change the DHCP Server Settings,Manage the Modem LAN Settings,2,28,30,P2,1,1,1,1,3574,3574,894,894,0,fa675707-eec3-5dae-b80f-46a21238adcf,fa675707-eec3-5dae-b80f-46a21238adcf,398c0bb9-3253-4629-a5ed-18f51d9fb36b:fa675707-eec3-5dae-b80f-46a21238adcf,True,leaf outline with direct text candidate,398c0bb9-3253-4629-a5ed-18f51d9fb36b::P2,3,True,20260831,outline_random_pick,pending_manual_review
398c0bb9-3253-4629-a5ed-18f51d9fb36b:OUTLINE:a3e6063e16c54654,398c0bb9-3253-4629-a5ed-18f51d9fb36b:OUTLINE:a3e6063e16c54654,398c0bb9-3253-4629-a5ed-18f51d9fb36b,netgear-lm1200.pdf,LM1200,4942335f-8f3b-5a77-a8ea-1b5aa6e4f717,Manage Mobile Broadband Auto Connect Options,Manage the Mobile Broadband Connection > Manage Mobile Broadband Auto Connect Options,Manage the Mobile Broadband Connection,2,35,36,P2,1,1,1,1,1544,1544,386,386,0,44157573-a57c-5a85-a69b-05c25c03dc6a,44157573-a57c-5a85-a69b-05c25c03dc6a,398c0bb9-3253-4629-a5ed-18f51d9fb36b:44157573-a57c-5a85-a69b-05c25c03dc6a,True,leaf outline with direct text candidate,398c0bb9-3253-4629-a5ed-18f51d9fb36b::P2,2,False,20260831,outline_random_pick,pending_manual_review
398c0bb9-3253-4629-a5ed-18f51d9fb36b:OUTLINE:88b9a28663a8f104,398c0bb9-3253-4629-a5ed-18f51d9fb36b:OUTLINE:88b9a28663a8f104,398c0bb9-3253-4629-a5ed-18f51d9fb36b,netgear-lm1200.pdf,LM1200,0805ead1-ea40-5062-bcdb-899924c35308,Manually Connect to or Disconnect From the Mobile Broadband Network,Manage the Mobile Broadband Connection > Manually Connect to or Disconnect From the Mobile Broadband Network,Manage the Mobile Broadband Connection,2,36,37,P2,1,1,1,1,1248,1248,312,312,0,cf1f57e0-473a-57f3-8d91-a52b0070e80b,cf1f57e0-473a-57f3-8d91-a52b0070e80b,398c0bb9-3253-4629-a5ed-18f51d9fb36b:cf1f57e0-473a-57f3-8d91-a52b0070e80b,True,leaf outline with direct text candidate,398c0bb9-3253-4629-a5ed-18f51d9fb36b::P2,1,True,20260831,outline_random_pick,pending_manual_review
398c0bb9-3253-4629-a5ed-18f51d9fb36b:OUTLINE:86696f313ad41e44,398c0bb9-3253-4629-a5ed-18f51d9fb36b:OUTLINE:86696f313ad41e44,398c0bb9-3253-4629-a5ed-18f51d9fb36b,netgear-lm1200.pdf,LM1200,8254775c-f286-555e-8e51-0cde64f336f7,Remove a Service or Application for Port Forwarding,Secure Your Network > Manage Port Forwarding for Incoming Traffic > Remove a Service or Application for Port Forwarding,Secure Your Network > Manage Port Forwarding for Incoming Traffic,3,46,47,P3,1,1,1,1,1111,1111,278,278,0,72dd6f50-8da8-5970-b90b-3a0719762e64,72dd6f50-8da8-5970-b90b-3a0719762e64,398c0bb9-3253-4629-a5ed-18f51d9fb36b:72dd6f50-8da8-5970-b90b-3a0719762e64,True,leaf outline with direct text candidate,398c0bb9-3253-4629-a5ed-18f51d9fb36b::P3,3,True,20260831,outline_random_pick,pending_manual_review
398c0bb9-3253-4629-a5ed-18f51d9fb36b:OUTLINE:f8bc4360594722fe,398c0bb9-3253-4629-a5ed-18f51d9fb36b:OUTLINE:f8bc4360594722fe,398c0bb9-3253-4629-a5ed-18f51d9fb36b,netgear-lm1200.pdf,LM1200,8bebaa3a-a8b7-59f5-84b4-6a6086088eac,Disable SIM Card Security,Secure Your Network > Manage SIM Card Security > Disable SIM Card Security,Secure Your Network > Manage SIM Card Security,3,60,61,P3,1,1,1,1,1674,1674,419,419,0,eb06abbc-3f74-5ddc-bfd6-17572beb2155,eb06abbc-3f74-5ddc-bfd6-17572beb2155,398c0bb9-3253-4629-a5ed-18f51d9fb36b:eb06abbc-3f74-5ddc-bfd6-17572beb2155,True,leaf outline with direct text candidate,398c0bb9-3253-4629-a5ed-18f51d9fb36b::P3,1,True,20260831,outline_random_pick,pending_manual_review
398c0bb9-3253-4629-a5ed-18f51d9fb36b:OUTLINE:f86a789c9e9a0005,398c0bb9-3253-4629-a5ed-18f51d9fb36b:OUTLINE:f86a789c9e9a0005,398c0bb9-3253-4629-a5ed-18f51d9fb36b,netgear-lm1200.pdf,LM1200,c694c98c-a035-5d1a-b18f-fc4fa95946a9,Unblock the SIM Card With a PUK,Secure Your Network > Manage SIM Card Security > Unblock the SIM Card With a PUK,Secure Your Network > Manage SIM Card Security,3,61,63,P3,1,1,1,1,2265,2265,567,567,0,f06eeb80-8260-5ab3-b32e-10d527e746ba,f06eeb80-8260-5ab3-b32e-10d527e746ba,398c0bb9-3253-4629-a5ed-18f51d9fb36b:f06eeb80-8260-5ab3-b32e-10d527e746ba,True,leaf outline with direct text candidate,398c0bb9-3253-4629-a5ed-18f51d9fb36b::P3,2,False,20260831,outline_random_pick,pending_manual_review
398c0bb9-3253-4629-a5ed-18f51d9fb36b:OUTLINE:b4a5a1f2d7436471,398c0bb9-3253-4629-a5ed-18f51d9fb36b:OUTLINE:b4a5a1f2d7436471,398c0bb9-3253-4629-a5ed-18f51d9fb36b,netgear-lm1200.pdf,LM1200,03b224c9-0753-5994-a901-f3c690482ca9,Use the Reset Button,Manage the Modem and Monitor Usage and the Network > Return the Modem to Its Factory Default Settings > Use the Reset Button,Manage the Modem and Monitor Usage and the Network > Return the Modem to Its Factory Default Settings,3,68,68,P4,1,1,1,1,540,540,135,135,0,e7264e0e-16a2-518b-8299-9a9b07e24bc6,e7264e0e-16a2-518b-8299-9a9b07e24bc6,398c0bb9-3253-4629-a5ed-18f51d9fb36b:e7264e0e-16a2-518b-8299-9a9b07e24bc6,True,leaf outline with direct text candidate,398c0bb9-3253-4629-a5ed-18f51d9fb36b::P4,4,False,20260831,outline_random_pick,pending_manual_review
398c0bb9-3253-4629-a5ed-18f51d9fb36b:OUTLINE:65329abb6d0ed1e0,398c0bb9-3253-4629-a5ed-18f51d9fb36b:OUTLINE:65329abb6d0ed1e0,398c0bb9-3253-4629-a5ed-18f51d9fb36b,netgear-lm1200.pdf,LM1200,a0c797d2-5996-58f9-9e97-fcb40dc23499,View Monthly Data and Session Data Usage,Manage the Modem and Monitor Usage and the Network > View Monthly Data and Session Data Usage,Manage the Modem and Monitor Usage and the Network,2,69,70,P4,1,1,1,1,1711,1711,428,428,0,7e1a62c7-f256-5d08-a456-a62949c30491,7e1a62c7-f256-5d08-a456-a62949c30491,398c0bb9-3253-4629-a5ed-18f51d9fb36b:7e1a62c7-f256-5d08-a456-a62949c30491,True,leaf outline with direct text candidate,398c0bb9-3253-4629-a5ed-18f51d9fb36b::P4,3,True,20260831,outline_random_pick,pending_manual_review
