question_id,question_pair_id,language,question_family,product_model,retrieved_count,retrieval_empty,elapsed_ms,answer_generation_provider,intent_provider,use_reranker,kg_mode,chunk_precision@5,chunk_success@5,gold_block_recall@5,chunk_ndcg@5,chunk_precision@10,chunk_success@10,gold_block_recall@10,chunk_ndcg@10,chunk_precision@15,chunk_success@15,gold_block_recall@15,chunk_ndcg@15,chunk_precision@20,chunk_success@20,gold_block_recall@20,chunk_ndcg@20,chunk_precision@25,chunk_success@25,gold_block_recall@25,chunk_ndcg@25,chunk_precision@30,chunk_success@30,gold_block_recall@30,chunk_ndcg@30,chunk_precision@35,chunk_success@35,gold_block_recall@35,chunk_ndcg@35,chunk_precision@40,chunk_success@40,gold_block_recall@40,chunk_ndcg@40,chunk_precision@45,chunk_success@45,gold_block_recall@45,chunk_ndcg@45,chunk_precision@50,chunk_success@50,gold_block_recall@50,chunk_ndcg@50,chunk_precision@55,chunk_success@55,gold_block_recall@55,chunk_ndcg@55,chunk_precision@60,chunk_success@60,gold_block_recall@60,chunk_ndcg@60,gold_evidence_block_ids,condition_id,hit_chunk_count@5,hit_chunk_count@10,hit_chunk_count@15,hit_chunk_count@20,hit_chunk_count@25,hit_chunk_count@30,hit_chunk_count@35,hit_chunk_count@40,hit_chunk_count@45,hit_chunk_count@50,hit_chunk_count@55,hit_chunk_count@60,first_hit_rank,first_hit_reciprocal_rank,first_hit_cutoff
Q-011,Q-011,en,setup_configuration,LM1200,23,False,12270.793,deterministic,passthrough,False,none,0.0,False,0.0,0.0,0.1,True,1.0,0.3010299956639812,0.06666666666666667,True,1.0,0.3010299956639812,0.05,True,1.0,0.3010299956639812,0.04,True,1.0,0.3010299956639812,0.03333333333333333,True,1.0,0.3010299956639812,0.02857142857142857,True,1.0,0.3010299956639812,0.025,True,1.0,0.3010299956639812,0.022222222222222223,True,1.0,0.3010299956639812,0.02,True,1.0,0.3010299956639812,0.01818181818181818,True,1.0,0.3010299956639812,0.016666666666666666,True,1.0,0.3010299956639812,['36789817-932f-55f7-9c50-bb45d2df0cbe'],baseline-generic-hybrid,0,1,1,1,1,1,1,1,1,1,1,1,9,0.1111111111111111,10
Q-012,Q-012,en,setup_configuration,LM1200,27,False,12349.659,deterministic,passthrough,False,none,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,['fa675707-eec3-5dae-b80f-46a21238adcf'],baseline-generic-hybrid,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,
Q-013,Q-013,en,setup_configuration,LM1200,16,False,12251.211,deterministic,passthrough,False,none,0.4,True,1.0,0.6366824387328317,0.3,True,1.0,0.7757386182436072,0.26666666666666666,True,1.0,0.8846323793118396,0.2,True,1.0,0.8846323793118396,0.16,True,1.0,0.8846323793118396,0.13333333333333333,True,1.0,0.8846323793118396,0.11428571428571428,True,1.0,0.8846323793118396,0.1,True,1.0,0.8846323793118396,0.08888888888888889,True,1.0,0.8846323793118396,0.08,True,1.0,0.8846323793118396,0.07272727272727272,True,1.0,0.8846323793118396,0.06666666666666667,True,1.0,0.8846323793118396,['cf1f57e0-473a-57f3-8d91-a52b0070e80b'],baseline-generic-hybrid,2,3,4,4,4,4,4,4,4,4,4,4,1,1.0,5
Q-014,Q-014,en,troubleshooting_diagnostics,LM1200,21,False,12033.676,deterministic,passthrough,False,none,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.05,True,1.0,0.23540891336663824,0.04,True,1.0,0.23540891336663824,0.03333333333333333,True,1.0,0.23540891336663824,0.02857142857142857,True,1.0,0.23540891336663824,0.025,True,1.0,0.23540891336663824,0.022222222222222223,True,1.0,0.23540891336663824,0.02,True,1.0,0.23540891336663824,0.01818181818181818,True,1.0,0.23540891336663824,0.016666666666666666,True,1.0,0.23540891336663824,['72dd6f50-8da8-5970-b90b-3a0719762e64'],baseline-generic-hybrid,0,0,0,1,1,1,1,1,1,1,1,1,18,0.05555555555555555,20
Q-015,Q-015,en,features_security_maintenance_limitations,LM1200,36,False,11980.793,deterministic,passthrough,False,none,0.4,True,1.0,0.3156484524795145,0.4,True,1.0,0.5247389799696899,0.3333333333333333,True,1.0,0.6115497562056162,0.25,True,1.0,0.6115497562056162,0.2,True,1.0,0.6115497562056162,0.16666666666666666,True,1.0,0.6115497562056162,0.14285714285714285,True,1.0,0.6115497562056162,0.125,True,1.0,0.6115497562056162,0.1111111111111111,True,1.0,0.6115497562056162,0.1,True,1.0,0.6115497562056162,0.09090909090909091,True,1.0,0.6115497562056162,0.08333333333333333,True,1.0,0.6115497562056162,['eb06abbc-3f74-5ddc-bfd6-17572beb2155'],baseline-generic-hybrid,2,4,5,5,5,5,5,5,5,5,5,5,3,0.3333333333333333,5
Q-016,Q-016,en,facts_specifications,LM1200,36,False,12062.993,deterministic,passthrough,False,none,0.8,True,1.0,0.8687949224876582,0.4,True,1.0,0.8687949224876582,0.26666666666666666,True,1.0,0.8687949224876582,0.25,True,1.0,0.9460116107704121,0.2,True,1.0,0.9460116107704121,0.16666666666666666,True,1.0,0.9460116107704121,0.14285714285714285,True,1.0,0.9460116107704121,0.125,True,1.0,0.9460116107704121,0.1111111111111111,True,1.0,0.9460116107704121,0.1,True,1.0,0.9460116107704121,0.09090909090909091,True,1.0,0.9460116107704121,0.08333333333333333,True,1.0,0.9460116107704121,['7e1a62c7-f256-5d08-a456-a62949c30491'],baseline-generic-hybrid,4,4,4,5,5,5,5,5,5,5,5,5,1,1.0,5
Q-017,Q-017,en,facts_specifications,LM1200,20,False,14407.808,deterministic,passthrough,False,none,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,['43434cb0-0be2-5d97-be19-dfb7256b7c44'],baseline-generic-hybrid,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,
Q-018,Q-018,en,troubleshooting_diagnostics,LM1200,24,False,14530.18,deterministic,passthrough,False,none,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.06666666666666667,True,1.0,0.1710330840677181,0.1,True,1.0,0.3210398771760559,0.08,True,1.0,0.3210398771760559,0.06666666666666667,True,1.0,0.3210398771760559,0.05714285714285714,True,1.0,0.3210398771760559,0.05,True,1.0,0.3210398771760559,0.044444444444444446,True,1.0,0.3210398771760559,0.04,True,1.0,0.3210398771760559,0.03636363636363636,True,1.0,0.3210398771760559,0.03333333333333333,True,1.0,0.3210398771760559,['82ef2627-a58c-55ae-ab74-3f865a33e979'],baseline-generic-hybrid,0,0,1,2,2,2,2,2,2,2,2,2,11,0.09090909090909091,15
Q-019,Q-019,en,troubleshooting_diagnostics,LM1200,22,False,14528.962,deterministic,passthrough,False,none,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,['6f442d4b-b8ba-5fe7-b4e9-9e90463dc194'],baseline-generic-hybrid,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,
Q-020,Q-020,en,troubleshooting_diagnostics,R6350,38,False,14318.858,deterministic,passthrough,False,none,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.04,True,1.0,0.21533827903669653,0.03333333333333333,True,1.0,0.21533827903669653,0.02857142857142857,True,1.0,0.21533827903669653,0.025,True,1.0,0.21533827903669653,0.022222222222222223,True,1.0,0.21533827903669653,0.02,True,1.0,0.21533827903669653,0.01818181818181818,True,1.0,0.21533827903669653,0.016666666666666666,True,1.0,0.21533827903669653,['1190a45f-877b-5cd2-a8d9-5ab1c390c374'],baseline-generic-hybrid,0,0,0,0,1,1,1,1,1,1,1,1,24,0.041666666666666664,25
Q-021,Q-021,en,troubleshooting_diagnostics,R6350,29,False,11302.539,deterministic,passthrough,False,none,0.2,True,1.0,0.38685280723454163,0.1,True,1.0,0.38685280723454163,0.06666666666666667,True,1.0,0.38685280723454163,0.05,True,1.0,0.38685280723454163,0.04,True,1.0,0.38685280723454163,0.06666666666666667,True,1.0,0.5130672146973186,0.05714285714285714,True,1.0,0.5130672146973186,0.05,True,1.0,0.5130672146973186,0.044444444444444446,True,1.0,0.5130672146973186,0.04,True,1.0,0.5130672146973186,0.03636363636363636,True,1.0,0.5130672146973186,0.03333333333333333,True,1.0,0.5130672146973186,['ad49e55f-a53b-5c41-8bf1-a36c022c9b3b'],baseline-generic-hybrid,1,1,1,1,1,2,2,2,2,2,2,2,2,0.5,5
Q-022,Q-022,en,troubleshooting_diagnostics,R6350,22,False,11182.199,deterministic,passthrough,False,none,0.2,True,1.0,0.6309297535714575,0.1,True,1.0,0.6309297535714575,0.06666666666666667,True,1.0,0.6309297535714575,0.05,True,1.0,0.6309297535714575,0.04,True,1.0,0.6309297535714575,0.03333333333333333,True,1.0,0.6309297535714575,0.02857142857142857,True,1.0,0.6309297535714575,0.025,True,1.0,0.6309297535714575,0.022222222222222223,True,1.0,0.6309297535714575,0.02,True,1.0,0.6309297535714575,0.01818181818181818,True,1.0,0.6309297535714575,0.016666666666666666,True,1.0,0.6309297535714575,['d4e1d4fc-7655-51fc-8d81-af75a4b11734'],baseline-generic-hybrid,1,1,1,1,1,1,1,1,1,1,1,1,2,0.5,5
Q-023,Q-023,en,troubleshooting_diagnostics,R6350,33,False,11080.579,deterministic,passthrough,False,none,0.2,True,1.0,0.5,0.1,True,1.0,0.5,0.06666666666666667,True,1.0,0.5,0.05,True,1.0,0.5,0.04,True,1.0,0.5,0.03333333333333333,True,1.0,0.5,0.02857142857142857,True,1.0,0.5,0.025,True,1.0,0.5,0.022222222222222223,True,1.0,0.5,0.02,True,1.0,0.5,0.01818181818181818,True,1.0,0.5,0.016666666666666666,True,1.0,0.5,['31b5dd16-326a-5e79-817f-c2585e0248a2'],baseline-generic-hybrid,1,1,1,1,1,1,1,1,1,1,1,1,3,0.3333333333333333,5
Q-024,Q-024,en,setup_configuration,R6350,24,False,11176.646,deterministic,passthrough,False,none,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,['0528f0b9-15e5-5482-9a68-0f02d2d61d68'],baseline-generic-hybrid,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,
Q-025,Q-025,en,setup_configuration,R6350,46,False,12748.93,deterministic,passthrough,False,none,0.2,True,1.0,0.18154179253735267,0.1,True,1.0,0.18154179253735267,0.06666666666666667,True,1.0,0.18154179253735267,0.05,True,1.0,0.18154179253735267,0.08,True,1.0,0.2867746486846474,0.06666666666666667,True,1.0,0.2867746486846474,0.05714285714285714,True,1.0,0.2867746486846474,0.05,True,1.0,0.2867746486846474,0.06666666666666667,True,1.0,0.3717340878574363,0.06,True,1.0,0.3717340878574363,0.05454545454545454,True,1.0,0.3717340878574363,0.05,True,1.0,0.3717340878574363,['12d6aaad-d982-5f95-8b7d-63ba7706aba5'],baseline-generic-hybrid,1,1,1,1,2,2,2,2,3,3,3,3,5,0.2,5
Q-026,Q-026,en,facts_specifications,R6350,22,False,12503.247,deterministic,passthrough,False,none,0.4,True,1.0,0.8503449055347546,0.2,True,1.0,0.8503449055347546,0.13333333333333333,True,1.0,0.8503449055347546,0.1,True,1.0,0.8503449055347546,0.08,True,1.0,0.8503449055347546,0.06666666666666667,True,1.0,0.8503449055347546,0.05714285714285714,True,1.0,0.8503449055347546,0.05,True,1.0,0.8503449055347546,0.044444444444444446,True,1.0,0.8503449055347546,0.04,True,1.0,0.8503449055347546,0.03636363636363636,True,1.0,0.8503449055347546,0.03333333333333333,True,1.0,0.8503449055347546,['3fbed70d-f242-5a78-90cc-f0f2674fe5f7'],baseline-generic-hybrid,2,2,2,2,2,2,2,2,2,2,2,2,1,1.0,5
Q-027,Q-027,en,setup_configuration,R6350,37,False,12762.251,deterministic,passthrough,False,none,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.06666666666666667,True,1.0,0.26264953503719357,0.05,True,1.0,0.26264953503719357,0.04,True,1.0,0.26264953503719357,0.03333333333333333,True,1.0,0.26264953503719357,0.02857142857142857,True,1.0,0.26264953503719357,0.025,True,1.0,0.26264953503719357,0.022222222222222223,True,1.0,0.26264953503719357,0.02,True,1.0,0.26264953503719357,0.01818181818181818,True,1.0,0.26264953503719357,0.016666666666666666,True,1.0,0.26264953503719357,['92de127d-5c3f-5d2a-a801-234fc3e5b014'],baseline-generic-hybrid,0,0,1,1,1,1,1,1,1,1,1,1,13,0.07692307692307693,15
Q-028,Q-028,en,troubleshooting_diagnostics,R6350,25,False,12763.663,deterministic,passthrough,False,none,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.05,True,1.0,0.227670248696953,0.04,True,1.0,0.227670248696953,0.03333333333333333,True,1.0,0.227670248696953,0.02857142857142857,True,1.0,0.227670248696953,0.025,True,1.0,0.227670248696953,0.022222222222222223,True,1.0,0.227670248696953,0.02,True,1.0,0.227670248696953,0.01818181818181818,True,1.0,0.227670248696953,0.016666666666666666,True,1.0,0.227670248696953,['2a3ade55-f893-5d78-8ead-3ff6b3d197c7'],baseline-generic-hybrid,0,0,0,1,1,1,1,1,1,1,1,1,20,0.05,20
Q-029,Q-029,en,features_security_maintenance_limitations,R6350,23,False,11779.895,deterministic,passthrough,False,none,0.2,True,1.0,0.43067655807339306,0.1,True,1.0,0.43067655807339306,0.06666666666666667,True,1.0,0.43067655807339306,0.05,True,1.0,0.43067655807339306,0.04,True,1.0,0.43067655807339306,0.03333333333333333,True,1.0,0.43067655807339306,0.02857142857142857,True,1.0,0.43067655807339306,0.025,True,1.0,0.43067655807339306,0.022222222222222223,True,1.0,0.43067655807339306,0.02,True,1.0,0.43067655807339306,0.01818181818181818,True,1.0,0.43067655807339306,0.016666666666666666,True,1.0,0.43067655807339306,['5a7fc3bd-5bd0-57b2-944d-5a981598dcf7'],baseline-generic-hybrid,1,1,1,1,1,1,1,1,1,1,1,1,4,0.25,5
Q-030,Q-030,en,setup_configuration,R6350,38,False,11909.903,deterministic,passthrough,False,none,0.2,True,1.0,0.19519002499605084,0.1,True,1.0,0.19519002499605084,0.06666666666666667,True,1.0,0.19519002499605084,0.15,True,1.0,0.38102215427914865,0.12,True,1.0,0.38102215427914865,0.13333333333333333,True,1.0,0.4605796749504832,0.11428571428571428,True,1.0,0.4605796749504832,0.1,True,1.0,0.4605796749504832,0.08888888888888889,True,1.0,0.4605796749504832,0.08,True,1.0,0.4605796749504832,0.07272727272727272,True,1.0,0.4605796749504832,0.06666666666666667,True,1.0,0.4605796749504832,['006d8e6b-77f6-54fa-826b-6d417979808f'],baseline-generic-hybrid,1,1,1,3,3,4,4,4,4,4,4,4,3,0.3333333333333333,5
Q-031,Q-031,en,troubleshooting_diagnostics,R6350,25,False,11903.299,deterministic,passthrough,False,none,0.0,False,0.0,0.0,0.1,True,1.0,0.21840743681816419,0.06666666666666667,True,1.0,0.21840743681816419,0.05,True,1.0,0.21840743681816419,0.08,True,1.0,0.35044149810445957,0.06666666666666667,True,1.0,0.35044149810445957,0.05714285714285714,True,1.0,0.35044149810445957,0.05,True,1.0,0.35044149810445957,0.044444444444444446,True,1.0,0.35044149810445957,0.04,True,1.0,0.35044149810445957,0.03636363636363636,True,1.0,0.35044149810445957,0.03333333333333333,True,1.0,0.35044149810445957,['818e0932-f3ff-5602-b5b9-5f1d94d353ed'],baseline-generic-hybrid,0,1,1,1,2,2,2,2,2,2,2,2,6,0.16666666666666666,10
Q-032,Q-032,en,facts_specifications,R7000,21,False,12010.28,deterministic,passthrough,False,none,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.06666666666666667,True,1.0,0.27894294565112987,0.05,True,1.0,0.27894294565112987,0.04,True,1.0,0.27894294565112987,0.03333333333333333,True,1.0,0.27894294565112987,0.02857142857142857,True,1.0,0.27894294565112987,0.025,True,1.0,0.27894294565112987,0.022222222222222223,True,1.0,0.27894294565112987,0.02,True,1.0,0.27894294565112987,0.01818181818181818,True,1.0,0.27894294565112987,0.016666666666666666,True,1.0,0.27894294565112987,['cf6a9c70-f40a-521b-8ee5-c0a7ff8c1279'],baseline-generic-hybrid,0,0,1,1,1,1,1,1,1,1,1,1,11,0.09090909090909091,15
Q-033,Q-033,en,setup_configuration,R7000,26,False,11421.88,deterministic,passthrough,False,none,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.04,True,1.0,0.22106472945750374,0.03333333333333333,True,1.0,0.22106472945750374,0.02857142857142857,True,1.0,0.22106472945750374,0.025,True,1.0,0.22106472945750374,0.022222222222222223,True,1.0,0.22106472945750374,0.02,True,1.0,0.22106472945750374,0.01818181818181818,True,1.0,0.22106472945750374,0.016666666666666666,True,1.0,0.22106472945750374,['9213a4bb-497e-56d3-be43-8791bb53a54e'],baseline-generic-hybrid,0,0,0,0,1,1,1,1,1,1,1,1,22,0.045454545454545456,25
Q-034,Q-034,en,setup_configuration,R7000,21,False,11339.081,deterministic,passthrough,False,none,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,['8aecb252-6293-553d-8e28-ef7b756f0c82'],baseline-generic-hybrid,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,
Q-035,Q-035,en,facts_specifications,R7000,26,False,11230.554,deterministic,passthrough,False,none,0.0,False,0.0,0.0,0.1,True,1.0,0.15642624200758548,0.06666666666666667,True,1.0,0.15642624200758548,0.1,True,1.0,0.2632670462693757,0.12,True,1.0,0.3656187505524412,0.1,True,1.0,0.3656187505524412,0.08571428571428572,True,1.0,0.3656187505524412,0.075,True,1.0,0.3656187505524412,0.06666666666666667,True,1.0,0.3656187505524412,0.06,True,1.0,0.3656187505524412,0.05454545454545454,True,1.0,0.3656187505524412,0.05,True,1.0,0.3656187505524412,['54a5ae0e-dabe-533f-8906-cd65b27661ec'],baseline-generic-hybrid,0,1,1,2,3,3,3,3,3,3,3,3,7,0.14285714285714285,10
