question_id,question_pair_id,outline_frame_id,document_id,filename,product_model,section_path,question_family,evidence_block_ids,review_status,language,question,answer
Q-011,Q-011,398c0bb9-3253-4629-a5ed-18f51d9fb36b:OUTLINE:48e34928377b828f,398c0bb9-3253-4629-a5ed-18f51d9fb36b,netgear-lm1200.pdf,LM1200,"Get Started > Connect a Computer, Switch, Hub, Router, or WiFi Router to the Modem > Connect a Computer to the LAN Port of the Modem",setup_configuration,"[""36789817-932f-55f7-9c50-bb45d2df0cbe"", ""bac92cce-e737-5536-b2ae-ea8ce3d6c37d""]",codex_selected_provenance_checked,en,How should I connect a computer or router to the LM1200's LAN port?,"Use the supplied Ethernet cable. For a computer, connect one end to the computer and the other to the modem's Gigabit Ethernet LAN port. For a router, connect the router's Ethernet or Internet port to that same modem LAN port."
Q-012,Q-012,398c0bb9-3253-4629-a5ed-18f51d9fb36b:OUTLINE:38b50e33ee1e7189,398c0bb9-3253-4629-a5ed-18f51d9fb36b,netgear-lm1200.pdf,LM1200,Manage the Modem LAN Settings > Change the DHCP Server Settings,setup_configuration,"[""7a457e5c-aa3c-5b7f-8670-bd1a2011d57a"", ""fa675707-eec3-5dae-b80f-46a21238adcf""]",codex_selected_provenance_checked,en,How do I choose the LM1200 network mode and set the addresses it gives my devices?,Use Router mode when the modem should provide NAT and DHCP addresses to multiple devices; its DHCP settings can then be changed at 192.168.5.1. Use Bridge mode when a connected router or switch should handle networking; Bridge mode passes the connection through and does not provide the same built-in DHCP service.
Q-013,Q-013,398c0bb9-3253-4629-a5ed-18f51d9fb36b:OUTLINE:88b9a28663a8f104,398c0bb9-3253-4629-a5ed-18f51d9fb36b,netgear-lm1200.pdf,LM1200,Manage the Mobile Broadband Connection > Manually Connect to or Disconnect From the Mobile Broadband Network,setup_configuration,"[""44157573-a57c-5a85-a69b-05c25c03dc6a"", ""cf1f57e0-473a-57f3-8d91-a52b0070e80b""]",codex_selected_provenance_checked,en,How can I choose automatic or manual mobile-network connection on the LM1200?,"In Settings > Mobile > Preferences, choose Never for manual connection, Always except when roaming, or Always for automatic connection, then submit the setting. With manual mode, open the dashboard and select Connect or Disconnect as needed. Always can incur roaming charges outside your provider's coverage."
Q-014,Q-014,398c0bb9-3253-4629-a5ed-18f51d9fb36b:OUTLINE:86696f313ad41e44,398c0bb9-3253-4629-a5ed-18f51d9fb36b,netgear-lm1200.pdf,LM1200,Secure Your Network > Manage Port Forwarding for Incoming Traffic > Remove a Service or Application for Port Forwarding,troubleshooting_diagnostics,"[""441256a8-38c5-5b89-952a-c44f2cd29e77"", ""72dd6f50-8da8-5970-b90b-3a0719762e64""]",codex_selected_provenance_checked,en,"How do I manage a port-forwarding rule on the LM1200, including the service it targets?","Before adding a rule, find the service's port and protocol and remember that port forwarding exposes a device, so leave it disabled when it is not needed. In Settings > Advanced > Port Forwarding, add the service with those values or select the x beside an existing service to remove it."
Q-015,Q-015,398c0bb9-3253-4629-a5ed-18f51d9fb36b:OUTLINE:f8bc4360594722fe,398c0bb9-3253-4629-a5ed-18f51d9fb36b,netgear-lm1200.pdf,LM1200,Secure Your Network > Manage SIM Card Security > Disable SIM Card Security,features_security_maintenance_limitations,"[""84875d88-f82a-5d68-88f2-2d33684ebeb7"", ""57b408ca-cdf1-5548-8faa-d0fbf7a09889"", ""eb06abbc-3f74-5ddc-bfd6-17572beb2155"", ""f06eeb80-8260-5ab3-b32e-10d527e746ba""]",codex_selected_provenance_checked,en,"How do I manage LM1200 SIM security safely, including changing the PIN and recovering a blocked SIM?","SIM security requires a PIN before the modem can connect. If it is enabled, personalize the PIN carefully, and disable SIM security only with the correct PIN when you no longer need it. Too many incorrect attempts can block the SIM; obtain the provider's PUK and use the unblock procedure to recover it."
Q-016,Q-016,398c0bb9-3253-4629-a5ed-18f51d9fb36b:OUTLINE:65329abb6d0ed1e0,398c0bb9-3253-4629-a5ed-18f51d9fb36b,netgear-lm1200.pdf,LM1200,Manage the Modem and Monitor Usage and the Network > View Monthly Data and Session Data Usage,facts_specifications,"[""7e1a62c7-f256-5d08-a456-a62949c30491"", ""0ccb8b69-decb-5c77-9ef9-18e520716b11""]",codex_selected_provenance_checked,en,What do the monthly and current-session data numbers on the LM1200 mean?,Monthly usage measures data from the billing-cycle start and resets automatically at the next cycle. Session usage measures data and elapsed time for the current connection and resets for each session; the session section appears only while connected.
Q-017,Q-017,398c0bb9-3253-4629-a5ed-18f51d9fb36b:OUTLINE:623d8b68d20208e6,398c0bb9-3253-4629-a5ed-18f51d9fb36b,netgear-lm1200.pdf,LM1200,Frequently Asked Questions > How do I access the modem’s web pages?,facts_specifications,"[""43434cb0-0be2-5d97-be19-dfb7256b7c44""]",codex_selected_provenance_checked,en,Where can I find the instructions for opening the LM1200 settings?,The manual directs you to the section Access the Modem’s Web Pages for the First Time on page 19.
Q-018,Q-018,398c0bb9-3253-4629-a5ed-18f51d9fb36b:OUTLINE:6359ba84b27768d6,398c0bb9-3253-4629-a5ed-18f51d9fb36b,netgear-lm1200.pdf,LM1200,Alerts and Troubleshooting > Quick Tips for Troubleshooting,troubleshooting_diagnostics,"[""ecb1143f-6095-5459-b965-f4eca8e4245c"", ""82ef2627-a58c-55ae-ab74-3f865a33e979""]",codex_selected_provenance_checked,en,What should I check when the LM1200 will not connect and shows an alert?,"Check mobile coverage, an active account, the SIM position, and the SIM PIN when security is enabled. Then read the alert table: messages such as SIM Not Installed or SIM Error point back to reseating the SIM or contacting the provider. For a wired connection, also check the Ethernet cable and DHCP address setting."
Q-019,Q-019,398c0bb9-3253-4629-a5ed-18f51d9fb36b:OUTLINE:540f7aed0e05d214,398c0bb9-3253-4629-a5ed-18f51d9fb36b,netgear-lm1200.pdf,LM1200,Alerts and Troubleshooting > Troubleshoot the Mobile Broadband Internet Connection > Obtain an Internet IP Address From Your Service Provider,troubleshooting_diagnostics,"[""6f442d4b-b8ba-5fe7-b4e9-9e90463dc194"", ""683f18e6-f7fd-592e-8623-35a7300f6294""]",codex_selected_provenance_checked,en,How do I restore the LM1200 internet connection when it has not received an address?,"If the Internet IP address is 0.0.0.0, check that an APN profile exists and power-cycle the modem. If the modem has an IP address but pages still do not load, check the monthly data limit and the computer's DNS settings, then contact the provider if needed."
Q-020,Q-020,d363d52d-99b4-4258-9e83-eca4fbdf4722:OUTLINE:d0ee27b3b2631033,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,R6350,Specify Your Internet Settings > Manually set up the Internet connection > Specify an Internet connection that uses a login and PPPoE service,troubleshooting_diagnostics,"[""dbca2b5a-8673-5396-be6d-051cb0b860c4"", ""1190a45f-877b-5cd2-a8d9-5ab1c390c374""]",codex_selected_provenance_checked,en,How do I set up an R6350 internet connection that needs a provider username and password?,"Open routerlogin.net, select Internet, choose Yes for a login and PPPoE as the encapsulation, enter the ISP login and password, provide a service name if required, select the connection mode, IP and DNS options, choose the MAC address option, click Apply, and then Test the connection."
Q-021,Q-021,d363d52d-99b4-4258-9e83-eca4fbdf4722:OUTLINE:d330686b16c734af,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,R6350,Specify Your Internet Settings > Specify IPv6 Internet connections > Set up an IPv6 6to4 tunnel Internet connection,troubleshooting_diagnostics,"[""b60ce24d-2b57-52a7-93ab-556a06485338"", ""ad49e55f-a53b-5c41-8bf1-a36c022c9b3b""]",codex_selected_provenance_checked,en,What should I check before setting up a 6to4 IPv6 connection on the R6350?,"Make sure the router's IPv4 Internet connection works first. In ADVANCED > Advanced Setup > IPv6, select 6to4 Tunnel, choose an automatic or static relay, set DNS and address assignment, and apply the settings. Enter IPv6 values using valid colon-separated hexadecimal groups: no more than eight groups, four hexadecimal characters per group, and no double-colon sequence beyond the allowed compression."
Q-022,Q-022,d363d52d-99b4-4258-9e83-eca4fbdf4722:OUTLINE:fac12b6c6fd62dc2,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,R6350,Specify Your Internet Settings > Manage the MTU size > Change the MTU size,troubleshooting_diagnostics,"[""aba5c3ef-7a47-5a71-bbb4-2da2cc9d65dc"", ""ae418564-dba4-5258-bb5b-731e4c45585d"", ""d4e1d4fc-7655-51fc-8d81-af75a4b11734""]",codex_selected_provenance_checked,en,How do I decide whether to change the R6350's MTU and apply a safe value?,"MTU is the largest packet size a device sends. Leave the default unless the ISP or support recommends a change, because fragmentation or a wrong value can block websites and secure services. If needed, open ADVANCED > Setup > WAN Setup, enter 64–1500, and apply; 1500 is typical Ethernet, 1492 common for PPPoE, and 1436 for PPTP or VPN."
Q-023,Q-023,d363d52d-99b4-4258-9e83-eca4fbdf4722:OUTLINE:f870b0410fe0711a,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,R6350,Optimize Performance > Manage Default and Custom QoS Rules > Remove a QoS Rule,troubleshooting_diagnostics,"[""8eefd80d-9f8a-5850-b82e-4aef51283405"", ""31b5dd16-326a-5e79-817f-c2585e0248a2""]",codex_selected_provenance_checked,en,How do I remove a speed-priority rule on the R6350?,"Sign in at routerlogin.net, select ADVANCED > Setup > QoS Setup, select the service, application, or device in the QoS table, click Delete, and click Apply."
Q-024,Q-024,d363d52d-99b4-4258-9e83-eca4fbdf4722:OUTLINE:8ea5c049a8abf47b,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,R6350,Share USB Storage Devices Attached to the Router > Manage Access to a Storage Device,setup_configuration,"[""0528f0b9-15e5-5482-9a68-0f02d2d61d68"", ""b510a03e-68c2-5e3f-a341-c16e7b2390d0""]",codex_selected_provenance_checked,en,How can I share files from a USB drive on the R6350 over the network?,"In ADVANCED > USB Storage > ReadySHARE, set the storage device and workgroup details and choose the access methods you need. If file-transfer access is useful, open the same ReadySHARE settings and enable FTP within the network, then apply the change."
Q-025,Q-025,d363d52d-99b4-4258-9e83-eca4fbdf4722:OUTLINE:902cbde304aea84b,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,R6350,Share USB Storage Devices Attached to the Router > Edit a network folder on a USB storage device,setup_configuration,"[""4a519d38-1c5f-5662-bdb7-489bcabcd987"", ""12d6aaad-d982-5f95-8b7d-63ba7706aba5""]",codex_selected_provenance_checked,en,How do I edit a shared USB folder on the R6350 and keep it available on the network?,"In ADVANCED > USB Storage > ReadySHARE, add the network folder if it does not exist, or select the existing folder and choose Edit. Set its name, folder path, and read/write access, then click Apply so the updated folder remains available."
Q-026,Q-026,d363d52d-99b4-4258-9e83-eca4fbdf4722:OUTLINE:c27c0cf701a42141,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,R6350,Manage the WAN and LAN Network Settings > Manage VPN Pass-Through,facts_specifications,"[""3fbed70d-f242-5a78-90cc-f0f2674fe5f7""]",codex_selected_provenance_checked,en,What does VPN pass-through do on the R6350?,"It lets a LAN computer receive Internet VPN traffic over IPSec, PPTP, or L2TP. It is enabled by default; disabling a protocol blocks its VPN pass-through traffic."
Q-027,Q-027,d363d52d-99b4-4258-9e83-eca4fbdf4722:OUTLINE:5283c300a58533cf,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,R6350,Manage the WAN and LAN Network Settings > Set Up a Bridge for a Port Group or VLAN Tag Group > Set Up a Bridge for a Port Group,setup_configuration,"[""0c80bfa0-c243-53e3-8ba1-8ef14df71c4b"", ""92de127d-5c3f-5d2a-a801-234fc3e5b014""]",codex_selected_provenance_checked,en,Why might my TV device need a special bridge setting on the R6350?,An ISP may require the bridge when an IPTV device is connected. The bridge prevents packets between the IPTV device and the Internet port from being processed by the router’s NAT service.
Q-028,Q-028,d363d52d-99b4-4258-9e83-eca4fbdf4722:OUTLINE:759d64cd684a03d3,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,R6350,Manage Your Router > Update the router firmware > Check for new firmware and update the router,troubleshooting_diagnostics,"[""2a3ade55-f893-5d78-8ead-3ff6b3d197c7"", ""82763a83-8a87-5a86-ac3a-cd78e0a68d0f""]",codex_selected_provenance_checked,en,"How can I update R6350 firmware safely, including a manual recovery if needed?","Use an Ethernet-connected computer and check for an update under ADVANCED > Administration > Firmware Update. If the automatic update fails or you need a specific version, download the correct file, unzip it if needed, and use the manual upload option while keeping the wired connection active."
Q-029,Q-029,d363d52d-99b4-4258-9e83-eca4fbdf4722:OUTLINE:c406dcd0d505ed73,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,R6350,Manage Your Router > Disable or Enable LED Blinking or Turn Off LEDs,features_security_maintenance_limitations,"[""5a7fc3bd-5bd0-57b2-944d-5a981598dcf7""]",codex_selected_provenance_checked,en,Can I change how the lights blink on the R6350?,"LED Control Settings can keep normal blinking when traffic is detected, disable traffic blinking, or turn off every LED except the Power LED. The setting is changed under ADVANCED > Advanced Setup > LED Control Settings."
Q-030,Q-030,d363d52d-99b4-4258-9e83-eca4fbdf4722:OUTLINE:aaa110d73c5ebaf9,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,R6350,Use VPN to Access Your Network > Install OpenVPN software > Install OpenVPN Software on an Android Device,setup_configuration,"[""e466a3e1-89df-5cd9-a452-cf16fb5080f5"", ""006d8e6b-77f6-54fa-826b-6d417979808f""]",codex_selected_provenance_checked,en,How do I set up the R6350 VPN on an Android phone and connect it to my home network?,"Install the VPN client and configuration files on every device that will use the connection. On Android, open the router's VPN page, download the smartphone configuration, install OpenVPN Connect from Google Play, and import the configuration file into the app."
Q-031,Q-031,d363d52d-99b4-4258-9e83-eca4fbdf4722:OUTLINE:6ca762548278f56e,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,R6350,Troubleshooting > Troubleshoot Internet browsing,troubleshooting_diagnostics,"[""0a3e9e25-c2a0-5ff5-9ea7-dfcd3a28faec"", ""818e0932-f3ff-5602-b5b9-5f1d94d353ed""]",codex_selected_provenance_checked,en,What should I check when the R6350 says it is connected but I cannot browse?,"Check whether the traffic-meter limit has blocked access, whether the computer has DNS addresses, and whether the router is its default gateway. Also inspect the Internet and LAN LEDs and reseat the Ethernet cable if they are off."
Q-032,Q-032,8a56b2bf-5d68-4806-abb7-de39894bb404:OUTLINE:0cc5c443004437fd,8a56b2bf-5d68-4806-abb7-de39894bb404,netgear-r7000.pdf,R7000,Connect to the Network and Access the Router > Connect to the Network > Wired Connection,facts_specifications,"[""cf6a9c70-f40a-521b-8ee5-c0a7ff8c1279"", ""b1147279-285c-50dc-965c-7722351f3563""]",codex_selected_provenance_checked,en,How should I connect the R7000 to my network by cable or Wi-Fi?,"For a wired connection, power the router and connect an Ethernet cable from the computer to a router LAN port. For Wi-Fi, find the SSID printed on the router label and enter the Wi-Fi password from that label."
Q-033,Q-033,8a56b2bf-5d68-4806-abb7-de39894bb404:OUTLINE:615f1a78bd39eb84,8a56b2bf-5d68-4806-abb7-de39894bb404,netgear-r7000.pdf,R7000,Specify Your Internet Settings > Use the Internet Setup Wizard,setup_configuration,"[""9213a4bb-497e-56d3-be43-8791bb53a54e""]",codex_selected_provenance_checked,en,How can I let the R7000 set up my internet connection automatically?,"Sign in at routerlogin.net, choose ADVANCED > Setup Wizard, select Yes, and click Next. The wizard searches for servers and protocols to determine the Internet configuration."
Q-034,Q-034,8a56b2bf-5d68-4806-abb7-de39894bb404:OUTLINE:f4bd6a547d16c31d,8a56b2bf-5d68-4806-abb7-de39894bb404,netgear-r7000.pdf,R7000,Optimize Performance > Optimize Internet Streaming With Dynamic QoS > Enable Advanced QoS and Manually Set Up QoS Rules > Add a QoS Rule by LAN pot,setup_configuration,"[""3a682a15-e809-5a0b-b646-c75d0c358df0"", ""8aecb252-6293-553d-8e28-ef7b756f0c82""]",codex_selected_provenance_checked,en,How can I give one device or cable connection priority when the network is busy?,"Open QoS, enable QoS and Advanced QoS, choose QoS by LAN Port, name the policy, select the Ethernet LAN port and a device priority, click Add, and then Apply."
Q-035,Q-035,8a56b2bf-5d68-4806-abb7-de39894bb404:OUTLINE:08da0d3cf6f7d113,8a56b2bf-5d68-4806-abb7-de39894bb404,netgear-r7000.pdf,R7000,Optimize Performance > Improve Network Connections With Universal Plug-N-Play,facts_specifications,"[""54a5ae0e-dabe-533f-8906-cd65b27661ec""]",codex_selected_provenance_checked,en,What does UPnP do for devices and games on the R7000?,"Universal Plug-and-Play lets network devices discover services from registered UPnP devices and configure connections automatically. It is useful for multiplayer games, peer-to-peer connections, and real-time communications."
Q-036,Q-036,8a56b2bf-5d68-4806-abb7-de39894bb404:OUTLINE:2b84714e210fd033,8a56b2bf-5d68-4806-abb7-de39894bb404,netgear-r7000.pdf,R7000,Manage Your Router > Check the Internet Connection Status,facts_specifications,"[""0b8cd0d8-1f9c-5c69-886e-06744b09b661"", ""537310b8-39d1-57ca-81f0-ddddc2ad9916""]",codex_selected_provenance_checked,en,Where can I check the R7000's internet connection and port statistics?,"Sign in at http://www.routerlogin.net, open the ADVANCED tab, and view the Internet connection status for the router IP, gateway, DHCP, and DNS values. From the same area, open Internet Port Statistics to inspect the port counters and link details."
Q-037,Q-037,8a56b2bf-5d68-4806-abb7-de39894bb404:OUTLINE:42bc10659811af2c,8a56b2bf-5d68-4806-abb7-de39894bb404,netgear-r7000.pdf,R7000,Manage Your Router > Remote Access > Set Up Remote Management,features_security_maintenance_limitations,"[""15938877-47a1-57e0-a802-c88e283ff497"", ""79d677ad-2fef-50d3-92dd-c07a6df0f14e"", ""c63a4385-d5ca-500b-bb85-d656176fdbe2""]",codex_selected_provenance_checked,en,How can I enable remote management on the R7000 and then connect to it from outside home safely?,"Remote management lets you change router settings over the Internet, so first make sure you know the router address and administrator login. In ADVANCED > Advanced Setup > Remote Management, turn it on, restrict allowed external IP addresses, choose a custom port, and apply. From outside home, browse to the WAN IP followed by that port, for example http://134.177.0.123:8443."
Q-038,Q-038,8a56b2bf-5d68-4806-abb7-de39894bb404:OUTLINE:f79ea7be006eeae3,8a56b2bf-5d68-4806-abb7-de39894bb404,netgear-r7000.pdf,R7000,Manage Your Router > Change the NTP Server,setup_configuration,"[""1c87234f-8aff-560c-8028-20099626deb5"", ""d4980606-c8d1-5aca-adbe-96e35254c9e1""]",codex_selected_provenance_checked,en,How do I set the R7000 clock so it stays accurate across time zones?,"In ADVANCED > Administration > NTP Settings, choose the correct time zone and daylight-saving option, then keep the NETGEAR NTP server or enter a preferred NTP server and apply the settings."
Q-039,Q-039,8a56b2bf-5d68-4806-abb7-de39894bb404:OUTLINE:6cca2b13d46fd9ff,8a56b2bf-5d68-4806-abb7-de39894bb404,netgear-r7000.pdf,R7000,Use Dynamic DNS to Access USB Storage Devices Through the Internet > Access USB Storage Devices Through the Internet,features_security_maintenance_limitations,"[""7e090661-6e52-5e1b-9b1e-3efc302a53dd"", ""af255485-98d7-59f8-94db-806fd6280e64""]",codex_selected_provenance_checked,en,How can I reach files on a USB drive connected to the R7000 while away from home?,"Enable and configure Dynamic DNS on the router if you want a stable name, then access the USB device from a remote computer using that DNS name or the router's Internet-port IP address. FTP can then be used according to the folder permissions."
Q-040,Q-040,8a56b2bf-5d68-4806-abb7-de39894bb404:OUTLINE:0fc676a3a4479418,8a56b2bf-5d68-4806-abb7-de39894bb404,netgear-r7000.pdf,R7000,Use Dynamic DNS to Access USB Storage Devices Through the Internet > Remotely Access a USB Device Using ReadyCLOUD > Create a ReadyCLOUD Account,setup_configuration,"[""89cf7641-ad76-514d-a38e-ff036b200250"", ""e2441363-6c2a-53a1-bc5f-70f736213984""]",codex_selected_provenance_checked,en,How do I create a ReadyCLOUD account and link the R7000 to it?,"Visit ReadyCLOUD, choose Sign In > Create Account, and complete the MyNETGEAR account fields. Then connect a USB storage device to the R7000, open the ReadyCLOUD registration page, and register the router with that account."
Q-041,Q-041,8a56b2bf-5d68-4806-abb7-de39894bb404:OUTLINE:fdf9a6339ff3dcd8,8a56b2bf-5d68-4806-abb7-de39894bb404,netgear-r7000.pdf,R7000,Use VPN to Access Your Network > Install OpenVPN Software > Install OpenVPN Software on an iOS Device,setup_configuration,"[""aa1a9020-2d26-56b6-b111-03a8e5731486"", ""0cff8f5c-96b8-5d33-9c11-37f93f8300fb""]",codex_selected_provenance_checked,en,How do I set up the R7000 VPN on an iPhone or iPad?,"Install the VPN client and configuration files on each device that will use the router VPN. On iOS, download the smartphone configuration from the router, install OpenVPN Connect from the App Store, and import the files into the app."
